Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
MOV1198,Casey Allen,Marymouth,Wyoming,West,A,Type1,2025-06-02,11,271.36,0.3,3456.12,4602.24,4.0,Completed
MOV1199,Monique Duran,Margaretburgh,Florida,West,B,Type2,2025-01-08,6,995.06,0.18,5038.51,119.99,1.0,Completed
MOV1200,Ryan Carter,West Kathleen,Tennessee,North,D,Type3,2023-06-09,11,989.2,0.06,9085.89,2875.04,2.8,Pending
MOV1201,James Davis,Collinsside,Hawaii,West,B,Type3,2024-12-18,15,64.77,0.2,9416.23,1177.18,2.6,Pending
MOV1202,Laura Morse,South Justinport,Wyoming,West,B,Type1,2025-04-04,7,527.1,0.09,5592.75,2878.89,4.0,Completed
MOV1203,Austin Murphy,Robertland,Ohio,West,C,Type2,2025-07-19,17,574.93,0.12,8869.11,,2.5,Pending
MOV1204,Gregory Hernandez,East Nicholaschester,Texas,North,D,Type2,2026-01-22,8,591.8,0.27,3937.89,2006.78,3.0,Pending
MOV1205,Anita Wright,Port Paulmouth,Oregon,West,C,Type2,2026-01-14,14,694.03,0.29,3877.64,502.84,2.7,Completed
MOV1206,Barbara Carter,North Wendy,Ohio,West,D,Type2,2025-04-04,4,250.53,0.28,5639.22,2734.23,2.0,Pending
MOV1207,Sheila Proctor,Mckenziemouth,Missouri,West,D,Type3,2024-02-12,3,564.89,0.0,741.72,3486.11,1.9,Cancelled
MOV1208,Kristi Brown,Cabreraview,Tennessee,South,D,Type3,2023-07-19,1,62.73,0.16,3705.37,4610.21,4.1,Pending
MOV1209,Austin Massey,Gonzalezshire,Mississippi,North,D,Type3,2025-01-21,16,933.63,0.27,5349.37,4782.55,3.9,Pending
MOV1210,Kayla Johnson,Brianberg,Texas,East,D,Type3,2026-01-27,14,807.79,0.02,6908.61,16.53,2.5,Pending
MOV1211,Amber Chavez,South Carolynton,Montana,North,A,Type2,2024-03-14,2,470.22,0.18,8285.16,2585.93,2.0,Cancelled
MOV1212,Patrick Schwartz,Katherineshire,Tennessee,South,B,Type3,2023-10-21,5,499.91,,1706.8,3591.79,3.5,Cancelled
MOV1213,Collin King,Moraleschester,South Carolina,East,D,Type1,2023-10-31,2,598.76,0.03,2902.28,2252.6,4.3,Cancelled
MOV1214,Kelsey Benson,Raymondland,Hawaii,West,D,Type3,2023-12-13,8,178.74,0.01,7086.04,2958.15,2.7,Cancelled
MOV1215,Sarah Dennis,East William,Virginia,East,C,Type3,2024-04-30,17,581.38,0.23,813.95,3403.38,1.6,Completed
MOV1216,Melanie Campbell,Jenniferside,New Mexico,West,A,Type2,2024-06-22,5,184.65,0.19,6868.42,,4.0,Pending
MOV1217,Timothy Lewis,Michellestad,New Hampshire,North,C,Type3,2025-03-30,6,176.26,0.09,4878.68,1860.3,2.5,Cancelled
MOV1218,Jason Jones,Geoffreyfurt,Delaware,East,B,Type1,2026-03-09,16,593.09,0.12,7489.34,4181.07,2.0,Cancelled
MOV1219,Miranda Le,West Keithtown,Ohio,North,C,Type1,2023-09-29,10,343.35,0.07,5220.25,231.12,3.3,Pending
MOV1220,Amy Bush,Hallstad,South Dakota,South,A,Type1,2025-06-05,11,616.97,0.06,1835.38,623.22,1.8,Completed
MOV1221,Gary Adkins,North Annaberg,Indiana,North,A,Type1,2025-02-01,1,902.1,0.23,8600.51,3521.02,2.3,Cancelled
MOV1222,Ryan Baker,East Albertburgh,Maryland,West,A,Type3,2025-11-10,6,44.31,0.21,1343.22,,3.8,Pending
MOV1223,Charles Mcgee,Port Michael,New Hampshire,East,D,Type1,2024-10-25,18,742.03,0.21,1656.96,,1.8,Pending
MOV1224,Charlotte Graves,Rubenstad,Indiana,North,A,Type3,2024-07-06,17,554.26,0.24,1333.72,3035.69,5.0,Pending
MOV1225,Steven Campbell,Cindyberg,Florida,East,A,Type3,2024-11-16,19,936.6,0.01,3251.16,4769.67,1.5,Completed
MOV1226,Katrina Thompson,,Pennsylvania,West,C,Type1,2024-11-12,9,376.42,0.01,6453.97,525.73,2.4,Pending
MOV1227,Erin Thompson,New Jasmine,Kansas,South,A,Type1,2024-07-17,19,705.42,0.03,1441.24,1690.81,1.6,Completed
MOV1228,Jasmine Chen,North Stacy,Virginia,North,A,Type1,2025-01-31,17,710.69,0.16,4730.44,595.83,3.7,Completed
MOV1229,Tommy Barnes,,New Jersey,South,B,Type2,2023-07-15,1,142.52,0.21,5804.18,2548.53,4.6,Completed
MOV1230,Tracy Gonzalez,Stephenfort,Louisiana,East,D,Type1,2025-03-11,3,702.26,0.27,6284.77,4761.17,2.8,Cancelled
MOV1231,Brett Brown,New Victoriaborough,Alabama,North,D,Type2,2025-08-19,14,366.28,0.08,6239.84,481.06,1.2,Pending
MOV1232,Patricia Walsh,Brookstown,Oklahoma,North,B,Type2,2023-08-07,10,895.37,0.15,8047.2,2237.5,1.8,Completed
MOV1233,Norma Smith,East Stephenfurt,Massachusetts,East,A,Type1,2025-12-19,6,975.63,0.28,6187.29,4350.12,3.6,Completed
MOV1234,Joseph Osborne,West Annette,Montana,South,D,Type1,2024-06-09,17,717.79,0.14,5002.45,1081.92,1.3,Completed
MOV1235,Craig Williams,Rodriguezmouth,Illinois,West,D,Type2,2024-03-10,3,899.93,0.25,9600.52,2918.67,1.5,Pending
MOV1236,Robert Salinas,East Andrea,Montana,South,D,Type2,2023-11-02,3,157.78,0.22,2668.84,4241.26,1.9,Completed
MOV1237,Candice Richardson,Odonnellbury,Minnesota,West,A,Type2,2024-11-18,11,823.87,0.13,4285.88,1676.39,4.4,Pending
MOV1238,Ethan Walker,Martinview,North Carolina,South,A,Type1,2026-05-25,7,297.36,0.16,9864.99,1499.94,4.5,Cancelled
MOV1239,Christine Shaw,East Lori,Pennsylvania,West,B,Type3,2024-03-14,11,183.75,0.15,2822.07,3520.61,3.5,Completed
MOV1240,Heather Cox,Jessicachester,Idaho,South,A,Type1,2025-10-22,15,810.51,0.14,5915.79,27.22,1.2,Completed
MOV1241,Robert Ross,Perezport,New Jersey,East,A,Type3,2023-10-19,3,89.76,,7283.76,1910.61,1.8,Completed
MOV1242,George Carr MD,Wongfort,New Jersey,West,A,Type3,2024-04-22,14,551.07,0.26,9798.89,4023.08,1.4,Pending
MOV1243,Christina Lang,Mcclainport,Idaho,North,D,Type3,2025-01-04,4,789.76,0.09,6604.25,3497.35,1.1,Cancelled
MOV1244,Timothy Brown,Lake Annette,Nebraska,East,C,Type3,2024-11-11,2,558.94,0.15,3325.73,-111.33,2.7,Pending
MOV1245,Caitlin Anderson,West Zacharybury,Kansas,South,C,Type2,2023-10-15,12,60.04,0.24,2545.0,2492.51,2.8,Completed
MOV1246,Tamara Bray,Mccoyshire,New Mexico,West,A,Type1,2024-04-22,3,292.24,0.12,1683.6,2500.42,4.3,Pending
MOV1247,Jacqueline Mcdaniel,New Sarabury,Michigan,South,B,Type3,2024-10-16,15,800.98,0.01,1132.17,2514.07,3.7,Completed
MOV1248,John Combs,Port Kara,Arkansas,East,C,Type3,2023-09-02,6,129.36,0.3,7226.01,3119.05,2.1,Pending
MOV1249,Kelly Reyes,Brianbury,Oregon,West,D,Type3,2024-03-04,11,305.88,0.24,1398.76,18.24,2.4,Completed
MOV1250,Emily Gonzales,Owenside,Arkansas,West,D,Type1,2025-06-06,6,703.54,0.15,7307.78,751.22,4.9,Completed
MOV1251,Thomas George,Ashleyton,Missouri,East,B,Type3,2026-04-24,3,876.35,0.1,8326.8,1605.9,3.9,Completed
MOV1252,Suzanne Ibarra,Prattstad,Mississippi,East,A,Type2,2024-04-24,15,389.71,0.3,7661.32,1062.66,3.3,Cancelled
MOV1253,Andrea Kerr,,Mississippi,North,A,Type1,2024-06-13,12,216.91,0.12,8477.63,2286.03,4.8,Cancelled
MOV1254,James Moran,Jessicaburgh,Rhode Island,North,A,Type1,2023-07-02,16,953.53,0.27,107.1,4684.58,2.1,Pending
MOV1255,Jesse Moore,Garciamouth,South Dakota,North,A,Type2,2024-08-24,5,402.42,0.23,9255.89,177.02,2.2,Pending
MOV1256,Calvin Nelson,South Steven,Nevada,North,A,Type3,2023-11-22,3,853.02,0.17,5067.03,162.9,4.9,Cancelled
MOV1257,Ronald Brown,Port Calvin,Oregon,West,D,Type2,2025-12-10,10,15.17,0.23,3672.04,1263.07,2.6,Pending
MOV1258,Luke Spencer,Port Anthony,Pennsylvania,North,A,Type3,2023-08-07,17,373.62,0.01,3823.6,3441.03,3.7,Completed
MOV1259,Brandy Boone,Travisbury,Wyoming,West,A,Type3,2023-12-29,14,340.61,0.25,4088.7,154.58,4.2,Cancelled
MOV1260,Lisa Anderson,Cervantesstad,Minnesota,South,B,Type1,2024-04-19,13,907.53,0.03,4743.72,1198.91,3.3,Pending
MOV1261,Carrie Carpenter,Patriciabury,Maine,North,A,Type3,2025-01-10,1,746.73,0.21,1011.9,2495.25,4.7,Completed
MOV1262,Albert Green,New Gavinland,New Jersey,North,C,Type2,2025-04-06,4,250.54,0.02,8465.48,955.75,2.4,Pending
MOV1263,Robert Sullivan,New Claytonland,New Hampshire,West,D,Type1,2025-06-21,16,838.19,0.19,8965.33,3871.59,4.5,Pending
MOV1264,Brian Burns,Lake Justinton,Montana,West,B,Type1,2025-11-07,10,271.14,0.11,6155.09,606.71,3.2,Cancelled
MOV1265,Peggy Kline,Lake Michaelburgh,New Mexico,East,D,Type1,2024-02-20,13,227.86,0.2,6944.44,386.97,4.0,Pending
MOV1266,Candace Maxwell,Port Alexandermouth,Georgia,South,A,Type2,2025-01-26,12,229.68,0.08,1510.52,710.95,2.7,Cancelled
MOV1267,Matthew Reed,South Jennifer,West Virginia,West,D,Type3,2025-01-19,14,977.5,0.21,8272.82,-330.61,1.5,Cancelled
MOV1268,Joshua Ward,,Rhode Island,North,A,Type1,2023-12-26,1,411.07,0.06,1632.62,3215.24,3.0,Completed
MOV1269,Savannah Larsen,Stevenstad,Tennessee,West,B,Type1,2023-09-21,19,97.77,0.13,9306.28,1956.11,1.1,Pending
MOV1270,Jamie Barker,Lisafurt,Texas,West,C,Type1,2025-03-29,9,502.88,0.25,725.71,3593.18,1.4,Completed
MOV1271,Brian Stevens,West Joshua,Indiana,East,C,Type1,2024-08-17,5,373.52,0.13,1669.21,2766.54,3.5,Completed
MOV1272,Jonathan Roy,East Tracy,Kentucky,South,C,Type3,2025-12-19,13,780.3,0.17,928.67,1375.77,2.9,Cancelled
MOV1273,Emily Johnson,Vasquezmouth,Mississippi,East,C,Type2,2024-12-16,11,785.08,0.08,8492.13,1486.74,1.5,Pending
MOV1274,Brooke Duran,Mariatown,Washington,West,A,Type3,2026-01-05,10,692.49,0.26,8487.03,559.03,2.8,Pending
MOV1275,Sydney Cruz,West Davidmouth,Florida,East,C,Type3,2025-04-29,19,50.06,0.15,5336.32,4723.99,4.0,Pending
MOV1276,Mackenzie Brown,Townsendville,Hawaii,North,A,Type3,2024-01-02,9,890.27,0.04,462.64,-150.15,3.1,Cancelled
MOV1277,Jessica James,Rodgerschester,Wyoming,West,B,Type3,2023-07-01,11,849.32,0.27,1344.0,46.89,3.2,Pending
MOV1278,Patricia Potter,Deborahborough,California,North,B,Type3,2024-12-13,11,671.79,0.3,6584.54,110.98,1.6,Pending
MOV1279,Eric Merritt,West Maryfurt,Connecticut,South,B,Type1,2024-06-07,12,243.07,0.26,5845.68,68.03,2.8,Cancelled
MOV1280,Margaret Rhodes,Port Patricia,West Virginia,West,B,Type3,2023-11-03,2,780.66,0.22,6360.68,784.56,2.0,Pending
MOV1281,Patricia Jordan,Heatherton,Kentucky,South,D,Type2,2025-08-19,8,456.44,0.14,4159.56,2962.99,3.5,Completed
MOV1282,William Lara,North Christina,Rhode Island,East,D,Type2,2025-02-13,15,888.22,0.18,7168.02,4261.84,5.0,Pending
MOV1283,David Gomez,West Lindsayshire,Ohio,West,C,Type2,2023-07-08,2,199.6,0.02,7700.7,626.64,3.4,Completed
MOV1284,Destiny Cross,South Pamela,Maryland,North,A,Type3,2023-11-12,1,478.75,0.22,5405.34,109.66,2.7,Pending
MOV1285,Natalie Johnson DDS,Tylerview,New York,South,A,Type3,2024-11-10,12,185.31,0.27,9174.72,3000.37,4.7,Cancelled
MOV1286,Mr. Matthew Gonzalez,Andersenstad,Ohio,South,A,Type3,2024-02-20,16,708.6,0.05,1135.58,3286.73,1.8,Pending
MOV1287,Kenneth Obrien,Smithburgh,Alabama,South,D,Type2,2024-07-24,6,900.53,0.18,8273.0,4875.72,1.6,Completed
MOV1288,Robert Chen,West Michelleview,North Dakota,West,A,Type3,2025-06-05,11,599.02,0.19,6254.96,2786.27,3.4,Cancelled
MOV1289,Susan Pittman,Andreaside,South Carolina,East,C,Type2,2023-08-05,6,955.13,0.27,9208.49,542.16,4.2,Cancelled
MOV1290,Marcus Henderson,Pittmanland,Rhode Island,East,D,Type2,2026-04-04,13,819.0,0.19,3977.79,1589.19,3.6,Cancelled
MOV1291,Mariah Martinez,,Oregon,South,C,Type3,2024-10-07,13,443.24,0.11,6370.92,-491.29,1.1,Completed
MOV1292,Donna White,Port William,Georgia,North,A,Type3,2025-01-15,5,999.48,0.16,5455.64,-27.06,2.6,Cancelled
MOV1293,Jessica Lane,Danielberg,Wisconsin,North,C,Type1,2025-03-19,8,719.49,0.17,7463.72,4118.35,1.9,Completed
MOV1294,Kristy Powers,Reynoldstown,Missouri,East,C,Type2,2023-07-23,10,210.96,0.29,5366.4,1593.88,4.4,Cancelled
MOV1295,Brian Petersen,Jilltown,Pennsylvania,West,D,Type3,2024-05-07,13,997.03,0.24,3604.58,-305.33,2.4,Completed
MOV1296,Bryan Ortiz,Lake Arthur,Delaware,West,C,Type2,2024-10-17,11,432.28,0.06,6634.31,2645.11,1.0,Cancelled
MOV1297,Michael Smith,Ericland,Kentucky,East,D,Type1,2026-05-20,1,535.16,0.17,3764.89,4577.47,1.6,Cancelled
MOV1298,Kimberly Lewis,New Sheilaborough,Illinois,North,A,Type3,2023-07-11,17,636.26,0.11,6654.87,1178.37,4.3,Pending
MOV1299,Matthew Cruz,Hartmanside,Pennsylvania,South,C,Type2,2024-12-15,16,313.88,0.08,4796.26,1971.53,4.7,Pending
MOV1300,Hunter Chapman,Port Steven,Michigan,East,B,Type3,2024-10-15,2,250.16,0.19,2276.41,2690.34,1.1,Cancelled
MOV1301,Lisa White,Robertsonburgh,Michigan,South,C,Type1,2024-04-13,19,303.09,0.16,1802.66,3816.93,4.0,Cancelled
MOV1302,Mr. Isaac Gonzales,Reedchester,Texas,North,A,Type2,2024-09-07,16,123.93,0.21,1364.96,4440.77,1.8,Cancelled
MOV1303,Tonya Foster,Cookfurt,Missouri,East,B,Type1,2024-02-06,19,834.34,0.09,6963.48,882.93,2.6,Completed
MOV1304,Amy Gutierrez,Allenview,Colorado,North,A,Type3,2026-04-10,19,94.8,0.27,9804.57,3593.0,3.8,Cancelled
MOV1305,Maria Rice,Paulstad,Florida,East,A,Type1,2024-11-09,18,710.12,0.04,9678.87,2869.81,4.4,Cancelled
MOV1306,Charles Jones,Johnsonville,Arkansas,East,C,Type1,2026-03-09,3,484.24,0.14,9136.22,1597.12,1.1,Cancelled
MOV1307,Christine Jenkins,Gregorymouth,Georgia,South,C,Type2,2024-10-09,13,212.36,0.12,682.91,1873.27,4.7,Cancelled
MOV1308,Michelle Riley,Jonathanside,Arkansas,North,A,Type3,2025-05-30,9,359.3,0.19,5669.59,3782.48,4.6,Pending
MOV1309,John Richardson,Thomasport,Ohio,West,C,Type1,2025-08-23,13,395.93,0.16,1034.44,,2.2,Cancelled
MOV1310,Joseph Lewis,Leeport,Arkansas,South,B,Type1,2025-09-09,13,746.32,0.18,2802.71,1186.55,3.8,Completed
MOV1311,Elizabeth Rodriguez,Martinezton,Connecticut,North,C,Type2,2024-04-30,4,340.55,0.24,587.67,4336.11,1.8,Completed
MOV1312,David Bowman,Mitchellland,Nebraska,North,B,Type3,2025-09-13,7,93.19,0.19,7301.28,4701.6,3.9,Completed
MOV1313,Christopher Cooper,Melissaborough,Washington,West,D,Type1,2026-01-28,6,309.73,0.2,1765.82,2018.51,1.5,Cancelled
MOV1314,Ms. Heather Pearson,Smithberg,North Carolina,East,C,Type1,2023-09-16,6,177.43,0.16,4707.2,4973.66,3.8,Cancelled
MOV1315,Ashley Smith,Morenoside,Kansas,West,D,Type2,2024-02-07,1,726.85,0.0,9733.21,-266.07,2.3,Cancelled
MOV1316,Amanda Klein,New Theresabury,Mississippi,West,C,Type2,2025-10-24,2,429.64,0.11,5031.96,2032.25,4.0,Cancelled
MOV1317,Juan Ray,North Tanya,West Virginia,West,D,Type1,2025-04-12,12,224.49,0.03,5173.38,3142.21,4.4,Cancelled
MOV1318,Danielle Moore,Lanemouth,Alaska,North,D,Type1,2025-04-14,15,793.85,0.13,7720.4,2400.65,1.4,Cancelled
MOV1319,Scott Boone,Amandaborough,Maryland,East,C,Type1,2025-03-13,14,739.35,0.13,3585.52,4036.39,1.3,Pending
MOV1320,Jennifer Thomas,New Thomasmouth,Missouri,North,C,Type1,2025-07-01,16,857.25,0.11,9787.51,4935.64,1.7,Pending
MOV1321,Morgan Lutz,Petersonfurt,Connecticut,East,B,Type3,2025-08-08,7,211.41,0.2,3144.92,2520.06,2.8,Completed
MOV1322,Douglas Hayes,Johnshire,Illinois,West,A,Type1,2025-08-06,7,478.12,0.3,875.82,317.1,4.5,Cancelled
MOV1323,Susan Cox,Guerraville,Alaska,East,B,Type1,2024-01-02,4,174.58,0.02,4904.01,1148.44,3.2,Pending
MOV1324,Deborah Payne,East Stevenmouth,New Jersey,South,D,Type2,2024-05-12,8,197.58,0.25,5587.1,-146.23,1.5,Cancelled
MOV1325,Dr. Robert Gonzales,Melendezstad,Louisiana,East,A,Type1,2025-06-16,3,751.39,0.24,9876.16,403.56,1.2,Pending
MOV1326,Christopher Taylor,East Jasonstad,Louisiana,South,A,Type2,2025-12-07,15,492.7,0.13,9173.77,2853.95,1.6,Completed
MOV1327,Catherine Bowers,Mullinsmouth,Florida,South,D,Type1,2023-10-15,9,412.42,0.28,4457.25,4553.58,2.2,Completed
MOV1328,Kyle Jones,,Ohio,North,C,Type2,2025-07-12,18,777.63,0.05,4029.77,32.93,3.6,Cancelled
MOV1329,April Williams,North Michellehaven,Hawaii,East,C,Type3,2024-09-29,14,146.31,0.24,927.99,1461.13,4.5,Pending
MOV1330,Danielle Jones,,West Virginia,West,D,Type3,2024-03-02,14,890.84,0.21,6517.88,,3.7,Cancelled
MOV1331,Bobby Huff,Maddenville,Virginia,West,A,Type2,2024-10-22,19,534.1,0.02,6184.96,761.35,1.0,Completed
MOV1332,Michael White,North Toddtown,Wyoming,South,C,Type2,2026-03-31,19,138.86,0.12,9585.11,2695.98,4.0,Cancelled
MOV1333,Terrance Sanchez,South Joycemouth,Alabama,South,A,Type3,2025-09-08,2,291.84,0.19,7967.43,-437.23,4.0,Pending
MOV1334,Chase Rodriguez,Davidland,New Hampshire,West,B,Type3,2024-07-02,12,947.66,0.13,2325.47,1685.81,1.1,Cancelled
MOV1335,Robert Daniels,Alexanderberg,South Carolina,South,A,Type3,2024-11-20,7,906.46,0.28,3179.95,4400.25,3.3,Completed
MOV1336,Heather Allen,Port Chelsey,Michigan,North,C,Type3,2024-05-02,19,388.9,0.11,3098.61,1886.82,5.0,Pending
MOV1337,Cynthia Campos,South Angelashire,Idaho,West,C,Type3,2025-09-28,12,262.84,0.0,1405.57,3148.74,4.6,Cancelled
MOV1338,Ricky Gilbert,New Meganhaven,Iowa,South,A,Type1,2025-07-12,12,682.99,0.21,3107.97,3309.57,2.1,Cancelled
MOV1339,Shaun Simon,New Michael,Wisconsin,South,C,Type2,2024-06-30,12,182.87,0.23,6423.26,640.48,2.4,Completed
MOV1340,Adam Wilson,Lake Heather,Minnesota,West,B,Type3,2024-10-28,15,393.0,0.09,4712.23,2161.86,2.3,Completed
MOV1341,Holly Murphy,Mooreport,Virginia,North,C,Type2,2023-12-01,9,803.88,0.07,6094.34,1656.04,3.9,Completed
MOV1342,Jennifer Moore,New Victoriatown,Texas,West,C,Type2,2024-11-15,16,140.09,0.15,4293.44,4988.98,1.5,Completed
MOV1343,Carolyn Roman,New Danielbury,Massachusetts,South,D,Type3,2023-08-31,3,115.91,0.12,4403.26,178.3,1.3,Cancelled
MOV1344,Christopher Johnson,Patriciaport,Massachusetts,East,D,Type2,2025-02-18,3,472.65,0.26,492.49,1502.06,2.5,Cancelled
MOV1345,Melissa Strickland,Rodriguezfurt,Nebraska,East,B,Type3,2023-07-27,11,851.43,0.11,8741.2,2980.36,1.3,Cancelled
MOV1346,Chad Lewis,Port Jacobland,Rhode Island,West,C,Type2,2025-12-23,7,604.34,0.3,8789.31,2741.23,4.8,Pending
MOV1347,Teresa Evans,Karinahaven,Vermont,West,C,Type1,2024-09-21,18,450.79,0.13,2402.25,4784.28,1.9,Completed
MOV1348,Lydia Jenkins,West Marvin,Arkansas,East,A,Type1,2024-03-24,8,700.07,0.29,9322.77,-164.4,1.2,Completed
MOV1349,Zachary Glenn,Lake Rebeccaside,Washington,East,B,Type1,2024-01-28,15,622.28,0.0,6487.31,539.95,2.0,Completed
MOV1350,Anita Smith,Washingtontown,Indiana,North,B,Type2,2023-07-27,12,539.22,0.23,4984.69,3768.02,3.5,Cancelled
MOV1351,Kayla Smith,Margaretburgh,Florida,North,A,Type1,2024-02-13,1,158.69,0.04,3645.42,3498.12,4.4,Pending
MOV1352,Mary Walsh,Patriciamouth,South Dakota,West,C,Type2,2024-03-30,3,101.45,0.26,4253.97,3748.99,1.6,Cancelled
MOV1353,Mrs. Ashley Petty DVM,Bestburgh,Pennsylvania,East,D,Type3,2025-11-30,18,189.39,0.23,2370.1,3007.6,2.9,Completed
MOV1354,Jennifer Young,Lake Lawrence,Arizona,South,A,Type2,2023-05-30,11,748.97,0.02,3472.29,4292.3,1.7,Cancelled
MOV1355,William Green,Alexistown,Kansas,West,D,Type3,2024-08-18,14,924.32,0.3,6755.35,3886.1,4.3,Pending
MOV1356,Richard Williamson,Mcgeemouth,Wisconsin,East,D,Type1,2025-08-19,2,935.9,0.16,7790.44,1318.81,2.2,Pending
MOV1357,Kathleen Sims,Deanburgh,Connecticut,West,A,Type3,2023-06-04,14,821.71,0.29,6320.75,4882.27,3.1,Pending
MOV1358,Deanna Edwards,,Wisconsin,South,C,Type2,2025-04-02,19,358.58,0.04,2842.67,4921.48,3.0,Cancelled
MOV1359,Sean George,New Ariel,Illinois,West,B,Type2,2025-12-17,7,843.67,0.18,2379.26,2003.26,1.4,Cancelled
MOV1360,Sharon Cox,Hicksmouth,Alabama,North,B,Type3,2025-12-10,2,64.28,0.21,6458.64,1903.09,1.3,Completed
MOV1361,Tyler Fox,Kylehaven,Vermont,East,C,Type3,2023-08-29,4,649.93,0.26,4333.99,-336.99,3.3,Cancelled
MOV1362,James Larson,Calhounmouth,Wisconsin,East,D,Type3,2024-05-20,17,622.6,0.02,5929.53,4679.7,4.0,Pending
MOV1363,Gina Benson,Kathrynfort,Georgia,South,C,Type3,2025-07-14,9,951.06,0.19,3843.91,-478.54,3.2,Pending
MOV1364,Barbara Allen,Wellsmouth,Connecticut,North,D,Type2,2023-12-31,3,774.41,0.13,5549.09,3783.3,1.2,Cancelled
MOV1365,Erin Stafford,Lake Denisechester,Ohio,West,D,Type3,2024-03-28,14,906.9,0.27,1990.24,703.52,1.2,Completed
MOV1366,Rachel Perry,Ortizshire,Louisiana,West,C,Type1,2023-09-29,17,895.25,0.26,6210.23,4944.49,4.3,Completed
MOV1367,Stacey Smith,Debbieshire,Alaska,East,A,Type2,2023-11-17,7,872.87,0.22,6698.88,997.28,4.6,Cancelled
MOV1368,Stephanie West,Austintown,Idaho,North,C,Type2,2024-12-10,5,541.81,0.17,6239.16,1396.02,3.6,Completed
MOV1369,Tara Rhodes,Lopezview,Mississippi,East,C,Type3,2024-06-15,9,516.63,0.07,530.76,1189.26,1.6,Cancelled
MOV1370,Justin Williams,New Richard,South Dakota,South,D,Type2,2024-04-01,3,739.03,0.05,5098.4,1125.76,2.0,Cancelled
MOV1371,Garrett Mcdonald,Port Feliciabury,Virginia,East,D,Type3,2025-03-10,6,523.36,0.27,7544.32,2431.43,4.3,Pending
MOV1372,Bradley Gray,Deleonberg,Louisiana,East,D,Type1,2025-12-31,3,832.54,0.27,6945.81,4102.91,2.1,Cancelled
MOV1373,Sandra Reynolds,Nathanborough,Iowa,East,C,Type1,2024-01-17,18,225.75,0.11,643.54,1376.72,3.7,Completed
MOV1374,Amanda Carr,North Markstad,Florida,West,C,Type1,2025-01-27,1,754.09,0.08,9076.5,-466.84,3.3,Cancelled
MOV1375,Gail Hernandez,Jacobstad,Wyoming,West,C,Type3,2023-08-05,17,480.61,0.03,7633.97,2194.67,3.0,Pending
MOV1376,Lisa Holland,Jeremyburgh,Pennsylvania,North,B,Type2,2025-09-04,1,511.17,0.08,8463.96,3339.74,1.3,Pending
MOV1377,Joseph Kelley,Lake Matthewland,Georgia,North,A,Type3,2026-02-20,18,799.99,0.09,3372.75,3509.23,2.7,Completed
MOV1378,Michael Bennett,Montoyahaven,Colorado,West,B,Type1,2024-09-15,10,20.47,0.19,4315.53,-50.45,3.7,Pending
MOV1379,Robert Miller,New Kayla,Louisiana,West,D,Type1,2023-10-25,13,820.51,0.2,1880.41,3068.1,3.1,Completed
MOV1380,Joseph Harris,New Stevenland,New York,North,D,Type1,2025-08-06,3,136.96,0.17,5708.46,1444.49,1.7,Completed
MOV1381,Laurie Maxwell,Port Taylor,Maryland,West,B,Type2,2025-04-27,10,255.14,0.08,5925.98,107.26,2.0,Completed
MOV1382,Nancy Perez,New Stevenhaven,Missouri,South,B,Type1,2025-08-19,13,369.76,0.28,6129.55,2517.05,3.2,Cancelled
MOV1383,Melissa Flores,Vasquezton,Ohio,South,D,Type3,2024-03-16,2,449.69,0.05,2722.88,-174.5,4.4,Completed
MOV1384,Angela Davis,Goodwinland,North Carolina,North,B,Type3,2025-08-07,7,532.36,0.02,8663.54,4955.31,2.8,Pending
MOV1385,Elaine Garcia,North Tommyborough,Connecticut,South,D,Type2,2025-10-18,14,328.92,0.3,5236.16,2276.43,3.5,Completed
MOV1386,Julia Sellers,West Kevin,Nevada,East,C,Type2,2025-03-23,9,703.96,0.01,6131.72,,2.4,Completed
MOV1387,Dennis Williams,Feliciaborough,Arizona,South,B,Type1,2025-10-26,16,321.25,0.2,3708.92,1129.53,2.3,Pending
MOV1388,Joshua Hines,Richardton,Illinois,North,B,Type2,2025-07-13,16,460.11,0.09,4750.34,4740.39,4.0,Pending
MOV1389,Blake Klein,Bethanytown,Arkansas,South,D,Type1,2025-12-17,8,688.56,0.3,3501.1,4050.39,3.3,Completed
MOV1390,Kenneth Bradshaw,South Matthew,Illinois,South,C,Type1,2023-09-25,5,650.18,0.1,9211.28,1121.01,4.5,Completed
MOV1391,Amy Hernandez,East Bernard,New Mexico,North,A,Type2,2024-08-21,18,433.77,0.25,7961.72,2290.42,1.4,Completed
MOV1392,Brandon Haynes,Jeffreystad,Oklahoma,South,C,Type1,2024-10-21,5,744.5,0.1,9013.25,2028.02,4.1,Pending
MOV1393,Denise Greene,Ashleyside,Texas,West,A,Type1,2025-07-28,8,923.36,0.13,4465.56,4169.36,1.4,Cancelled
MOV1394,Roberta Yoder,Schultzshire,Louisiana,South,D,Type2,2024-08-11,17,950.06,0.2,6052.97,1502.43,2.0,Cancelled
MOV1395,Lori Thompson,West Lindaville,Tennessee,East,A,Type2,2024-12-30,16,989.86,0.25,360.99,1888.18,4.2,Pending
MOV1396,Frank Phillips,,North Dakota,West,D,Type2,2026-04-30,7,757.64,0.23,6502.95,-307.12,2.4,Completed
